Job.ID,Job.Category,Annual_salary,Posting.Date,month,count
254594,Planning,95928,08/18/2016,8,42
254599,Engineering,86976.5,08/19/2016,8,51
254599,Architecture,86976.5,08/19/2016,8,55
254599,Planning,86976.5,08/19/2016,8,42
255500,Health,69549,08/19/2016,8,13
261127,Health,76234,09/14/2016,9,13
261862,Engineering,97717.5,09/14/2016,9,36
261862,Architecture,97717.5,09/14/2016,9,36
261862,Maintenance,97717.5,09/14/2016,9,12
263674,Technology,90929.5,09/22/2016,9,41
263674,Data,90929.5,09/22/2016,9,41
263674,Innovation,90929.5,09/22/2016,9,38
266372,Policy,64995,10/12/2016,10,18
266372,Research,64995,10/12/2016,10,56
266372,Analysis,64995,10/12/2016,10,46
266380,Engineering,66430,10/12/2016,10,48
266380,Architecture,66430,10/12/2016,10,54
266380,Planning,66430,10/12/2016,10,44
266542,Technology,102507,10/06/2016,10,37
266542,Data,102507,10/06/2016,10,47
266542,Innovation,102507,10/06/2016,10,33
266574,Building Operations,45738.5,10/12/2016,10,22
266574,Maintenance,45738.5,10/12/2016,10,26
267174,Engineering,112500,10/17/2016,10,48
267174,Architecture,112500,10/17/2016,10,54
267174,Planning,112500,10/17/2016,10,44
267594,Technology,43775.5,10/14/2016,10,37
267594,Data,43775.5,10/14/2016,10,47
267594,Innovation,43775.5,10/14/2016,10,33
268037,Engineering,91484,11/07/2016,11,64
268037,Architecture,91484,11/07/2016,11,67
268037,Planning,91484,11/07/2016,11,55
268307,Administration,32839,10/21/2016,10,44
268307,Human Resources,32839,10/21/2016,10,26
268803,Engineering,76767.5,10/27/2016,10,48
268803,Architecture,76767.5,10/27/2016,10,54
268803,Planning,76767.5,10/27/2016,10,44
268880,Social Services,81739.5,01/04/2017,1,2
268905,Social Services,74560.5,11/18/2016,11,19
269306,Engineering,77210.5,10/26/2016,10,48
269306,Architecture,77210.5,10/26/2016,10,54
269306,Planning,77210.5,10/26/2016,10,44
269885,Engineering,52000,11/16/2016,11,64
269885,Architecture,52000,11/16/2016,11,67
269885,Planning,52000,11/16/2016,11,55
269889,Public Safety,110966,11/29/2016,11,21
269889,Inspections,110966,11/29/2016,11,39
269889,Enforcement,110966,11/29/2016,11,37
271954,Engineering,91484,11/16/2016,11,64
271954,Architecture,91484,11/16/2016,11,67
271954,Planning,91484,11/16/2016,11,55
271956,Engineering,105000,11/16/2016,11,64
271956,Architecture,105000,11/16/2016,11,67
271956,Planning,105000,11/16/2016,11,55
272382,Public Safety,76234,11/17/2016,11,21
272382,Inspections,76234,11/17/2016,11,39
272382,Enforcement,76234,11/17/2016,11,37
272406,Engineering,95000,11/29/2016,11,64
272406,Architecture,95000,11/29/2016,11,67
272406,Planning,95000,11/29/2016,11,55
272598,Public Safety,81884.5,11/29/2016,11,21
272598,Inspections,81884.5,11/29/2016,11,39
272598,Enforcement,81884.5,11/29/2016,11,37
272828,Policy,91484,11/29/2016,11,15
272828,Research,91484,11/29/2016,11,49
272828,Analysis,91484,11/29/2016,11,41
273270,Finance,115000,12/02/2016,12,3
273270,Accounting,115000,12/02/2016,12,3
273270,Procurement Policy,115000,12/02/2016,12,1
273270,Research,115000,12/02/2016,12,8
273270,Analysis,115000,12/02/2016,12,6
274055,Engineering,110966,12/07/2016,12,7
274055,Architecture,110966,12/07/2016,12,7
274055,Planning,110966,12/07/2016,12,7
274845,Engineering,97500,12/19/2016,12,7
274845,Architecture,97500,12/19/2016,12,7
274845,Planning,97500,12/19/2016,12,7
276085,Policy,64384,12/22/2016,12,3
276085,Research,64384,12/22/2016,12,8
276085,Analysis,64384,12/22/2016,12,6
276648,Administration,44377,12/23/2016,12,6
276648,Human Resources,44377,12/23/2016,12,5
276678,Building Operations,47033.5,12/27/2016,12,3
276678,Maintenance,47033.5,12/27/2016,12,2
276736,Policy,90981,01/03/2017,1,2
276736,Research,90981,01/03/2017,1,3
276736,Inspections,90981,01/03/2017,1,7
276736,Enforcement,90981,01/03/2017,1,7
276892,Public Safety,44377,01/03/2017,1,2
276892,Inspections,44377,01/03/2017,1,7
276892,Enforcement,44377,01/03/2017,1,7
276982,Engineering,91484,01/03/2017,1,18
276982,Architecture,91484,01/03/2017,1,18
276982,Data,91484,01/03/2017,1,12
276982,Innovation,91484,01/03/2017,1,12
277372,Engineering,51572,01/09/2017,1,18
277372,Architecture,51572,01/09/2017,1,18
277372,Data,51572,01/09/2017,1,12
277372,Innovation,51572,01/09/2017,1,12
277533,Engineering,89586,02/06/2017,2,19
277533,Architecture,89586,02/06/2017,2,19
277533,Data,89586,02/06/2017,2,4
277533,Innovation,89586,02/06/2017,2,4
277599,Engineering,98806,01/06/2017,1,18
277599,Architecture,98806,01/06/2017,1,18
277599,Planning,98806,01/06/2017,1,11
277750,Technology,103593,01/09/2017,1,9
277750,Data,103593,01/09/2017,1,12
277750,Innovation,103593,01/09/2017,1,12
277776,Engineering,122966.5,01/30/2017,1,18
277776,Architecture,122966.5,01/30/2017,1,18
277776,Data,122966.5,01/30/2017,1,12
277776,Innovation,122966.5,01/30/2017,1,12
278063,Technology,85682.5,01/12/2017,1,9
278063,Data,85682.5,01/12/2017,1,12
278063,Innovation,85682.5,01/12/2017,1,12
278130,Policy,65000,01/12/2017,1,2
278130,Research,65000,01/12/2017,1,3
278130,Inspections,65000,01/12/2017,1,7
278130,Enforcement,65000,01/12/2017,1,7
279709,Engineering,77210.5,01/26/2017,1,18
279709,Architecture,77210.5,01/26/2017,1,18
279709,Planning,77210.5,01/26/2017,1,11
280180,Building Operations,47033.5,02/02/2017,2,3
280180,Maintenance,47033.5,02/02/2017,2,3
280574,Engineering,98806,02/07/2017,2,19
280574,Architecture,98806,02/07/2017,2,19
280574,Planning,98806,02/07/2017,2,11
280589,Engineering,98806,02/07/2017,2,19
280589,Architecture,98806,02/07/2017,2,19
280589,Planning,98806,02/07/2017,2,11
281524,Administration,79419.5,02/23/2017,2,10
281524,Human Resources,79419.5,02/23/2017,2,7
281906,Administration,44377,02/15/2017,2,10
281906,Human Resources,44377,02/15/2017,2,7
281922,Research,64148.5,02/23/2017,2,7
281922,Analysis,64148.5,02/23/2017,2,6
282117,Administration,57407.5,02/24/2017,2,10
282117,Human Resources,57407.5,02/24/2017,2,7
282206,Engineering,134866.5,03/02/2017,3,16
282206,Architecture,134866.5,03/02/2017,3,16
282206,Research,134866.5,03/02/2017,3,8
282206,Analysis,134866.5,03/02/2017,3,8
282254,Administration,62374,02/21/2017,2,10
282254,Human Resources,62374,02/21/2017,2,7
282746,Administration,102507,02/28/2017,2,10
282746,Human Resources,102507,02/28/2017,2,7
283075,Building Operations,98263.37,02/13/2018,2,3
283075,Maintenance,98263.37,02/13/2018,2,3
283097,Policy,67500,03/08/2017,3,4
283097,Research,67500,03/08/2017,3,8
283097,Analysis,67500,03/08/2017,3,8
283383,Building Operations,65144,03/08/2017,3,5
283383,Maintenance,65144,03/08/2017,3,4
283480,Administration,81802,03/07/2017,3,3
283480,Research,81802,03/07/2017,3,8
283480,Analysis,81802,03/07/2017,3,8
284447,Building Operations,89523,03/14/2017,3,5
284447,Maintenance,89523,03/14/2017,3,4
284794,Engineering,93006.5,03/17/2017,3,16
284794,Architecture,93006.5,03/17/2017,3,16
284794,Planning,93006.5,03/17/2017,3,10
284917,Engineering,89586,03/17/2017,3,16
284917,Architecture,89586,03/17/2017,3,16
284917,Planning,89586,03/17/2017,3,10
284936,Building Operations,59678.5,03/21/2017,3,5
284936,Maintenance,59678.5,03/21/2017,3,4
285120,Engineering,122500,05/24/2017,5,24
285120,Architecture,122500,05/24/2017,5,24
285120,Planning,122500,05/24/2017,5,16
285308,Technology,58592.5,03/24/2017,3,6
285308,Data,58592.5,03/24/2017,3,7
285308,Innovation,58592.5,03/24/2017,3,5
285364,Engineering,134866.5,04/06/2017,4,16
285364,Architecture,134866.5,04/06/2017,4,17
285364,Data,134866.5,04/06/2017,4,8
285364,Innovation,134866.5,04/06/2017,4,7
285409,Engineering,89586,03/24/2017,3,16
285409,Architecture,89586,03/24/2017,3,16
285409,Planning,89586,03/24/2017,3,10
285463,Administration,110966,04/13/2017,4,13
285463,Inspections,110966,04/13/2017,4,13
285463,Enforcement,110966,04/13/2017,4,13
285539,Engineering,98806,04/01/2017,4,16
285539,Architecture,98806,04/01/2017,4,17
285539,Planning,98806,04/01/2017,4,10
285563,Policy,78521,04/04/2017,4,6
285563,Research,78521,04/04/2017,4,10
285563,Inspections,78521,04/04/2017,4,13
285563,Enforcement,78521,04/04/2017,4,13
285584,Engineering,89586,03/30/2017,3,16
285584,Architecture,89586,03/30/2017,3,16
285584,Planning,89586,03/30/2017,3,10
286815,Building Operations,94983.12,04/11/2017,4,6
286815,Maintenance,94983.12,04/11/2017,4,7
286937,Finance,64269.5,04/18/2017,4,6
286937,Accounting,64269.5,04/18/2017,4,8
286937,Procurement,64269.5,04/18/2017,4,6
287169,Administration,122966.5,04/21/2017,4,13
287169,Human Resources,122966.5,04/21/2017,4,5
287202,Engineering,52000,04/18/2017,4,16
287202,Architecture,52000,04/18/2017,4,17
287202,Planning,52000,04/18/2017,4,10
287393,Engineering,182500,04/20/2017,4,16
287393,Architecture,182500,04/20/2017,4,17
287393,Accounting,182500,04/20/2017,4,8
287393,Inspections,182500,04/20/2017,4,13
287393,Enforcement,182500,04/20/2017,4,13
287484,Engineering,77210.5,04/20/2017,4,16
287484,Architecture,77210.5,04/20/2017,4,17
287484,Planning,77210.5,04/20/2017,4,10
287861,Engineering,89586,05/01/2017,5,24
287861,Architecture,89586,05/01/2017,5,24
287861,Planning,89586,05/01/2017,5,16
288227,Engineering,89586,05/01/2017,5,24
288227,Architecture,89586,05/01/2017,5,24
288227,Planning,89586,05/01/2017,5,16
288228,Engineering,89586,05/01/2017,5,24
288228,Architecture,89586,05/01/2017,5,24
288228,Planning,89586,05/01/2017,5,16
289615,Technology,90000,07/07/2017,7,18
289615,Data,90000,07/07/2017,7,22
289615,Innovation,90000,07/07/2017,7,16
289636,Building Operations,94346.28,05/17/2017,5,6
289636,Maintenance,94346.28,05/17/2017,5,6
289688,Research,64148.5,06/02/2017,6,14
289688,Analysis,64148.5,06/02/2017,6,11
289695,Engineering,89586,05/23/2017,5,24
289695,Architecture,89586,05/23/2017,5,24
289695,Planning,89586,05/23/2017,5,16
289818,Finance,51728,06/06/2017,6,11
289818,Accounting,51728,06/06/2017,6,13
289818,Procurement,51728,06/06/2017,6,9
289946,Building Operations,97360.83,05/23/2017,5,6
289946,Maintenance,97360.83,05/23/2017,5,6
289947,Engineering,66430,05/23/2017,5,24
289947,Architecture,66430,05/23/2017,5,24
289947,Planning,66430,05/23/2017,5,16
289955,Engineering,110966,05/23/2017,5,24
289955,Architecture,110966,05/23/2017,5,24
289955,Planning,110966,05/23/2017,5,16
289985,Public Safety,43146.54,05/22/2017,5,18
289985,Inspections,43146.54,05/22/2017,5,31
289985,Enforcement,43146.54,05/22/2017,5,31
289997,Building Operations,65144,05/23/2017,5,6
289997,Maintenance,65144,05/23/2017,5,6
291160,Engineering,91484,09/14/2017,9,36
291160,Architecture,91484,09/14/2017,9,36
291160,Planning,91484,09/14/2017,9,30
291589,Administration,81802,07/07/2017,7,11
291589,Accounting,81802,07/07/2017,7,18
291589,Procurement,81802,07/07/2017,7,14
291665,Engineering,77210.5,06/20/2017,6,26
291665,Architecture,77210.5,06/20/2017,6,26
291665,Planning,77210.5,06/20/2017,6,17
291742,Building Operations,40611.5,06/26/2017,6,6
291742,Maintenance,40611.5,06/26/2017,6,5
291746,Finance,47864.5,07/06/2017,7,16
291746,Accounting,47864.5,07/06/2017,7,18
291746,Procurement,47864.5,07/06/2017,7,14
292057,Public Safety,52019.5,06/22/2017,6,7
292057,Inspections,52019.5,06/22/2017,6,15
292057,Enforcement,52019.5,06/22/2017,6,15
292091,Administration,47864.5,07/17/2017,7,11
292091,Human Resources,47864.5,07/17/2017,7,4
292093,Finance,61797.5,06/21/2017,6,11
292093,Accounting,61797.5,06/21/2017,6,13
292093,Procurement Policy,61797.5,06/21/2017,6,3
292093,Research,61797.5,06/21/2017,6,14
292093,Analysis,61797.5,06/21/2017,6,11
292969,Administration,53429.5,08/30/2017,8,11
292969,Accounting,53429.5,08/30/2017,8,27
292969,Procurement,53429.5,08/30/2017,8,19
293697,Engineering,77210.5,07/12/2017,7,32
293697,Architecture,77210.5,07/12/2017,7,33
293697,Planning,77210.5,07/12/2017,7,26
294977,Administration,66315.5,08/31/2017,8,11
294977,Accounting,66315.5,08/31/2017,8,27
294977,Procurement,66315.5,08/31/2017,8,19
295648,Administration,102507,07/26/2017,7,11
295648,Research,102507,07/26/2017,7,22
295648,Analysis,102507,07/26/2017,7,21
296173,Finance,57125,07/28/2017,7,16
296173,Accounting,57125,07/28/2017,7,18
296173,Procurement,57125,07/28/2017,7,14
296939,Technology,71241,08/01/2017,8,33
296939,Data,71241,08/01/2017,8,41
296939,Innovation,71241,08/01/2017,8,39
299080,Engineering,98806,09/07/2017,9,36
299080,Architecture,98806,09/07/2017,9,36
299080,Planning,98806,09/07/2017,9,30
299768,Engineering,84995,08/15/2017,8,51
299768,Architecture,84995,08/15/2017,8,55
299768,Planning,84995,08/15/2017,8,42
300114,Engineering,77210.5,08/21/2017,8,51
300114,Architecture,77210.5,08/21/2017,8,55
300114,Planning,77210.5,08/21/2017,8,42
300626,Building Operations,42855,08/21/2017,8,16
300626,Maintenance,42855,08/21/2017,8,16
301758,Building Operations,97360.83,08/31/2017,8,16
301758,Maintenance,97360.83,08/31/2017,8,16
301855,Engineering,85669.5,09/29/2017,9,36
301855,Architecture,85669.5,09/29/2017,9,36
301855,Planning,85669.5,09/29/2017,9,30
301985,Legal Affairs,91545.5,08/28/2017,8,23
302669,Engineering,99732.28,08/30/2017,8,51
302669,Architecture,99732.28,08/30/2017,8,55
302669,Planning,99732.28,08/30/2017,8,42
302670,Engineering,66430,08/30/2017,8,51
302670,Architecture,66430,08/30/2017,8,55
302670,Planning,66430,08/30/2017,8,42
304628,Engineering,85669.5,02/21/2019,2,19
304628,Architecture,85669.5,02/21/2019,2,19
304628,Planning,85669.5,02/21/2019,2,11
306067,Engineering,110966,09/27/2017,9,36
306067,Architecture,110966,09/27/2017,9,36
306067,Planning,110966,09/27/2017,9,30
306873,Building Operations,116833,09/27/2017,9,9
306873,Maintenance,116833,09/27/2017,9,12
306957,Engineering,66430,09/27/2017,9,36
306957,Architecture,66430,09/27/2017,9,36
306957,Planning,66430,09/27/2017,9,30
307021,Engineering,52909,11/03/2017,11,64
307021,Architecture,52909,11/03/2017,11,67
307021,Planning,52909,11/03/2017,11,55
307249,Technology,68123.46,10/06/2017,10,37
307249,Data,68123.46,10/06/2017,10,47
307249,Innovation,68123.46,10/06/2017,10,33
307476,Engineering,77210.5,10/06/2017,10,48
307476,Architecture,77210.5,10/06/2017,10,54
307476,Maintenance,77210.5,10/06/2017,10,26
308024,Administration,102980.5,10/17/2017,10,44
308024,Human Resources,102980.5,10/17/2017,10,26
308043,Finance,102507,10/12/2017,10,31
308043,Accounting,102507,10/12/2017,10,34
308043,Procurement,102507,10/12/2017,10,16
308858,Building Operations,98806,10/10/2017,10,22
308858,Maintenance,98806,10/10/2017,10,26
309097,Administration,95000,10/16/2017,10,44
309097,Research,95000,10/16/2017,10,56
309097,Analysis,95000,10/16/2017,10,46
309432,Administration,44377,10/18/2017,10,44
309432,Inspections,44377,10/18/2017,10,42
309432,Enforcement,44377,10/18/2017,10,39
309977,Building Operations,50751,10/18/2017,10,22
309977,Maintenance,50751,10/18/2017,10,26
310024,Engineering,66430,11/03/2017,11,64
310024,Architecture,66430,11/03/2017,11,67
310024,Planning,66430,11/03/2017,11,55
310175,Engineering,91484,03/01/2018,3,16
310175,Architecture,91484,03/01/2018,3,16
310175,Data,91484,03/01/2018,3,7
310175,Innovation,91484,03/01/2018,3,5
310515,Finance,62063.5,11/03/2017,11,24
310515,Accounting,62063.5,11/03/2017,11,28
310515,Procurement,62063.5,11/03/2017,11,16
311165,Engineering,89586,11/01/2017,11,64
311165,Architecture,89586,11/01/2017,11,67
311165,Planning,89586,11/01/2017,11,55
311799,Building Operations,97360.83,11/01/2017,11,25
311799,Maintenance,97360.83,11/01/2017,11,26
312210,Technology,102507,11/08/2017,11,31
312210,Data,102507,11/08/2017,11,40
312210,Innovation,102507,11/08/2017,11,33
312335,Technology,103593,11/06/2017,11,31
312335,Technology,103593,11/13/2017,11,31
312335,Data,103593,11/06/2017,11,40
312335,Data,103593,11/13/2017,11,40
312335,Innovation,103593,11/06/2017,11,33
312335,Innovation,103593,11/13/2017,11,33
313071,Engineering,89586,11/15/2017,11,64
313071,Architecture,89586,11/15/2017,11,67
313071,Planning,89586,11/15/2017,11,55
314644,Technology,102507,11/29/2017,11,31
314644,Data,102507,11/29/2017,11,40
314644,Innovation,102507,11/29/2017,11,33
315051,Building Operations,50849.5,12/05/2017,12,3
315051,Inspections,50849.5,12/05/2017,12,5
315051,Enforcement,50849.5,12/05/2017,12,4
315372,Administration,49116,12/07/2017,12,6
315372,Human Resources,49116,12/07/2017,12,5
315419,Technology,78521,12/11/2017,12,5
315419,Data,78521,12/11/2017,12,5
315419,Research,78521,12/11/2017,12,8
315419,Analysis,78521,12/11/2017,12,6
315503,Technology,66111.5,12/12/2017,12,5
315503,Data,66111.5,12/12/2017,12,5
315503,Innovation,66111.5,12/12/2017,12,4
315727,Administration,91484,12/13/2017,12,6
315727,Human Resources,91484,12/13/2017,12,5
315940,Policy,61345,12/11/2017,12,3
315940,Research,61345,12/11/2017,12,8
315940,Inspections,61345,12/11/2017,12,5
315978,Engineering,66430,03/05/2018,3,16
315978,Architecture,66430,03/05/2018,3,16
315978,Planning,66430,03/05/2018,3,10
316149,Engineering,90404,02/08/2018,2,19
316149,Architecture,90404,02/08/2018,2,19
316149,Planning,90404,02/08/2018,2,11
316959,Legal Affairs,44377,12/20/2017,12,4
318180,Constituent Services,68217.5,01/23/2018,1,4
318180,Community Programs,68217.5,01/23/2018,1,4
318197,Building Operations,56978,01/08/2018,1,7
318197,Maintenance,56978,01/08/2018,1,10
319848,Engineering,93006.5,01/17/2018,1,18
319848,Architecture,93006.5,01/17/2018,1,18
319848,Inspections,93006.5,01/17/2018,1,7
319848,Enforcement,93006.5,01/17/2018,1,7
321554,Engineering,209585,01/26/2018,1,18
321554,Architecture,209585,01/26/2018,1,18
321554,Accounting,209585,01/26/2018,1,4
321554,Inspections,209585,01/26/2018,1,7
321554,Enforcement,209585,01/26/2018,1,7
321674,Engineering,85669.5,06/13/2018,6,26
321674,Architecture,85669.5,06/13/2018,6,26
321674,Planning,85669.5,06/13/2018,6,17
329763,Administration,112500,02/21/2018,2,10
329763,Human Resources,112500,02/21/2018,2,7
329895,Engineering,89586,02/08/2018,2,19
329895,Architecture,89586,02/08/2018,2,19
329895,Inspections,89586,02/08/2018,2,14
329895,Enforcement,89586,02/08/2018,2,13
329899,Engineering,89586,02/08/2018,2,19
329899,Architecture,89586,02/08/2018,2,19
329899,Inspections,89586,02/08/2018,2,14
329899,Enforcement,89586,02/08/2018,2,13
329901,Engineering,89586,02/08/2018,2,19
329901,Architecture,89586,02/08/2018,2,19
329901,Inspections,89586,02/08/2018,2,14
329901,Enforcement,89586,02/08/2018,2,13
329960,Engineering,89586,02/08/2018,2,19
329960,Architecture,89586,02/08/2018,2,19
329960,Inspections,89586,02/08/2018,2,14
329960,Enforcement,89586,02/08/2018,2,13
329962,Engineering,77210.5,02/08/2018,2,19
329962,Architecture,77210.5,02/08/2018,2,19
329962,Inspections,77210.5,02/08/2018,2,14
329962,Enforcement,77210.5,02/08/2018,2,13
333268,Administration,74177,02/13/2018,2,10
333268,Research,74177,02/13/2018,2,7
333268,Analysis,74177,02/13/2018,2,6
334151,Engineering,66430,06/25/2018,6,26
334151,Architecture,66430,06/25/2018,6,26
334151,Data,66430,06/25/2018,6,5
334151,Innovation,66430,06/25/2018,6,5
334590,Legal Affairs,68494,02/26/2018,2,5
336324,Constituent Services,68895,03/19/2018,3,2
336324,Community Programs,68895,03/19/2018,3,2
336342,Health,76516,03/09/2018,3,4
336664,Building Operations,47033.5,03/14/2018,3,5
336664,Inspections,47033.5,03/14/2018,3,7
336664,Enforcement,47033.5,03/14/2018,3,7
336912,Policy,79821.5,03/19/2018,3,4
336912,Research,79821.5,03/19/2018,3,8
336912,Analysis,79821.5,03/19/2018,3,8
338702,Constituent Services,61567,03/22/2018,3,2
338702,Community Programs,61567,03/22/2018,3,2
339370,Legal Affairs,53017.5,03/27/2018,3,3
339461,Inspections,65093.5,03/26/2018,3,7
339461,Enforcement,65093.5,03/26/2018,3,7
339916,Policy,75848,06/01/2018,6,3
339916,Research,75848,06/01/2018,6,14
339916,Analysis,75848,06/01/2018,6,11
340363,Finance,62063.5,04/02/2018,4,6
340363,Accounting,62063.5,04/02/2018,4,8
340363,Procurement,62063.5,04/02/2018,4,6
340435,Health,73576,04/09/2018,4,4
340450,Engineering,94983.12,04/03/2018,4,16
340450,Architecture,94983.12,04/03/2018,4,17
340450,Planning,94983.12,04/03/2018,4,10
340459,Public Safety,71852,04/03/2018,4,3
340459,Inspections,71852,04/03/2018,4,13
340459,Enforcement,71852,04/03/2018,4,13
340472,Finance,107734,04/24/2018,4,6
340472,Accounting,107734,04/24/2018,4,8
340472,Procurement,107734,04/24/2018,4,6
340531,Technology,102321.5,04/04/2018,4,6
340531,Data,102321.5,04/04/2018,4,8
340531,Innovation,102321.5,04/04/2018,4,7
340770,Technology,89735.5,04/06/2018,4,6
340770,Data,89735.5,04/06/2018,4,8
340770,Innovation,89735.5,04/06/2018,4,7
340984,Building Operations,65093.5,04/16/2018,4,6
340984,Inspections,65093.5,04/16/2018,4,13
340984,Enforcement,65093.5,04/16/2018,4,13
340991,Building Operations,63163.5,04/16/2018,4,6
340991,Inspections,63163.5,04/16/2018,4,13
340991,Enforcement,63163.5,04/16/2018,4,13
341281,Legal Affairs,102507,04/24/2018,4,4
341681,Public Safety,52402,04/23/2018,4,3
341681,Inspections,52402,04/23/2018,4,13
341681,Enforcement,52402,04/23/2018,4,13
342149,Finance,58571.5,05/10/2018,5,4
342149,Accounting,58571.5,05/10/2018,5,6
342149,Procurement,58571.5,05/10/2018,5,4
343034,Engineering,77210.5,05/02/2018,5,24
343034,Architecture,77210.5,05/02/2018,5,24
343034,Planning,77210.5,05/02/2018,5,16
343118,Engineering,80614,05/02/2018,5,24
343118,Architecture,80614,05/02/2018,5,24
343118,Planning,80614,05/02/2018,5,16
343413,Policy,34420.68,04/30/2018,4,6
343413,Research,34420.68,04/30/2018,4,10
343413,Analysis,34420.68,04/30/2018,4,7
343462,Policy,64269.5,10/16/2018,10,18
343462,Research,64269.5,10/16/2018,10,56
343462,Analysis,64269.5,10/16/2018,10,46
343755,Health,78429,05/03/2018,5,4
343779,Health,73576,05/10/2018,5,4
344487,Technology,97321.5,05/03/2018,5,7
344487,Data,97321.5,05/03/2018,5,9
344487,Innovation,97321.5,05/03/2018,5,8
345646,Public Safety,77210.5,08/28/2018,8,11
345646,Inspections,77210.5,08/28/2018,8,25
345646,Enforcement,77210.5,08/28/2018,8,24
346006,Legal Affairs,86964.5,05/31/2018,5,4
346093,Constituent Services,83530,05/16/2018,5,10
346093,Community Programs,83530,05/16/2018,5,8
346229,Administration,62063.5,06/05/2018,6,5
346229,Data,62063.5,06/05/2018,6,5
346229,Innovation,62063.5,06/05/2018,6,5
346246,Administration,93006.5,10/15/2018,10,44
346246,Human Resources,93006.5,10/15/2018,10,26
346491,Health,41838,06/08/2018,6,2
346793,Engineering,80614,05/22/2018,5,24
346793,Architecture,80614,05/22/2018,5,24
346793,Planning,80614,05/22/2018,5,16
347008,Technology,76638,10/25/2019,10,37
347008,Data,76638,10/25/2019,10,47
